CCC,CUM. INPUT (MU),CUM. DEMAND(MU),CUM. COLLEC. (MU),CUM. AT&C LOSS,CUM. DIST. LOSS,COLL. EFF.,MONTH,YEAR
KARANDEGHI,82.46,55.71,55.43,32.78%,32.44%,99.50%,1,2025
Raiganj Div Total,510.71,381.61,376.08,26.36%,25.28%,98.55%,1,2025
DALKHOLA,41.79,28.92,29.36,30.80%,30.80%,100.00%,1,2025
KANKI,63.38,41.96,37.87,40.25%,33.80%,90.25%,1,2025
GOALPOKHAR,67.32,44.35,41.28,38.68%,34.12%,93.08%,1,2025
ISLAMPUR,100.14,72.02,70.52,29.58%,28.08%,97.92%,1,2025
CHOPRA,78.08,47.98,47.66,38.96%,38.55%,99.33%,1,2025
Islampur Div Total,350.71,235.23,226.69,35.36%,32.93%,96.37%,1,2025
BALURGHAT,95.15,87.11,84.57,11.12%,8.45%,97.08%,1,2025
HILI,23.69,21.29,20.92,11.69%,10.13%,98.26%,1,2025
KUMARGUNJ,46.4,37.84,38.55,18.45%,18.45%,100.00%,1,2025
TAPAN,108.73,45.91,46.69,57.78%,57.78%,100.00%,1,2025
PATIRAM,37.78,28.08,27.83,26.34%,25.67%,99.11%,1,2025
Balurghat Div Total,311.75,220.23,218.56,29.89%,29.36%,99.24%,1,2025
BUNIADPUR,55.67,43.23,42.45,23.75%,22.35%,98.20%,1,2025
HARIRAMPUR,48.52,31.17,30.95,36.21%,35.76%,99.29%,1,2025
GANGARAMPUR,129.31,76.67,74.59,42.32%,40.71%,97.29%,1,2025
KUSHMUNDI,50.76,37.81,37.12,26.87%,25.51%,98.18%,1,2025
Buniadpur Div Total,284.26,188.88,185.11,34.88%,33.55%,98.00%,1,2025
RATHBARI,113.93,85.8,83.3,26.88%,24.69%,97.09%,2,2025
FULBARI,71.35,65.39,66.09,8.35%,8.35%,100.00%,2,2025
MOKDAMPUR,76.83,63.3,62.61,18.51%,17.61%,98.91%,2,2025
KALIACHAK,81.49,53.96,53.55,34.29%,33.78%,99.24%,2,2025
SUJAPUR,89.02,52.88,52.42,41.11%,40.60%,99.13%,2,2025
MOTHABARI,63.42,45.64,44.77,29.41%,28.04%,98.09%,2,2025
MATHURAPUR,62.66,47.49,45.98,26.62%,24.21%,96.82%,2,2025
BAISNABNAGAR,45.48,35.32,35.45,22.34%,22.34%,100.00%,2,2025
GOLAPGANJ,47.24,38.17,36.1,23.58%,19.20%,94.58%,2,2025
Malda Div Total,651.42,487.95,480.27,26.27%,25.09%,98.43%,2,2025
SAMSI,95.25,57.4,57.81,39.74%,39.74%,100.00%,2,2025
PARANPUR,65.66,37.15,34.93,46.81%,43.43%,94.03%,2,2025
CHANCHAL,66.56,48.63,48.21,27.57%,26.94%,99.13%,2,2025
H.C. PUR,55.59,42.25,42.37,24.00%,24.00%,100.00%,2,2025
BHALUKA,63.5,35.24,35.39,44.50%,44.50%,100.00%,2,2025
MALATIPUR,72.15,42.01,43.39,41.78%,41.78%,100.00%,2,2025
KUSHIDA,44.04,30.73,30.54,30.65%,30.21%,99.37%,2,2025
Chanchal Div Total,462.75,293.41,292.64,36.76%,36.59%,99.74%,2,2025
OLD MALDA,111.17,84.93,82.1,26.15%,23.60%,96.66%,2,2025
AIHO,70.71,50.48,49.01,30.70%,28.62%,97.09%,2,2025
GAZOLE,107.46,63.44,64.15,40.96%,40.96%,100.00%,2,2025
BAMANGOLA,39.33,32.83,33.08,16.53%,16.53%,100.00%,2,2025
PANDUA,43.01,26.46,25.52,40.67%,38.47%,96.43%,2,2025
Gazole Div Total,371.69,258.14,253.85,31.70%,30.55%,98.34%,2,2025
RAIGANJ,115.27,84.08,81,29.73%,27.06%,96.34%,2,2025
KALIAGANJ,90.53,74.92,70.65,21.96%,17.24%,94.30%,2,2025
HEMTABAD,37.21,31.99,29.66,20.29%,14.03%,92.72%,2,2025
BIRNAGAR,88.54,76.19,72.43,18.20%,13.95%,95.06%,2,2025
ITAHAR,98.54,61.34,59.41,39.71%,37.75%,96.85%,2,2025
KARANDEGHI,82.88,56.48,55.27,33.31%,31.85%,97.86%,2,2025
Raiganj Div Total,512.97,385,368.42,28.18%,24.95%,95.69%,2,2025
DALKHOLA,41.89,29.23,29.26,30.22%,30.22%,100.00%,2,2025
KANKI,63.46,40.97,37.77,40.48%,35.44%,92.19%,2,2025
GOALPOKHAR,67.64,45.02,41.39,38.80%,33.43%,91.94%,2,2025
ISLAMPUR,100.1,72.52,68.29,31.78%,27.55%,94.17%,2,2025
CHOPRA,78.66,47.76,45.81,41.77%,39.28%,95.90%,2,2025
Islampur Div Total,351.75,235.51,222.52,36.74%,33.05%,94.49%,2,2025
BALURGHAT,95.44,87.54,88.9,8.28%,8.28%,100.00%,2,2025
HILI,23.89,21.51,20.83,12.81%,9.96%,96.84%,2,2025
KUMARGUNJ,46.55,37.77,37.7,19.01%,18.86%,99.81%,2,2025
TAPAN,108.59,46.08,48.12,57.57%,57.57%,100.00%,2,2025
PATIRAM,37.82,28.33,27.47,27.37%,25.09%,96.96%,2,2025
Balurghat Div Total,312.29,221.23,223.02,29.16%,29.16%,100.00%,2,2025
BUNIADPUR,55.79,43.31,41.71,25.24%,22.37%,96.31%,2,2025
HARIRAMPUR,48.57,31.42,31.29,35.58%,35.31%,99.59%,2,2025
GANGARAMPUR,129.96,76.9,76.24,41.34%,40.83%,99.14%,2,2025
KUSHMUNDI,50.92,38.25,37.75,25.86%,24.88%,98.69%,2,2025
Buniadpur Div Total,285.24,189.88,186.99,34.44%,33.43%,98.48%,2,2025
MALDA REGION,1338.281,993.843,1001.744,25.74%,25.74%,100.00%,1,2023
U/DINAJPUR REGION,881.644,700.572,709.736,20.54%,20.54%,100.00%,1,2023
D/DINAJPUR REGION,512.565,361.021,372.82,29.57%,29.57%,100.00%,1,2023
MALDA REGION,1350.177,996.641,1003.77,26.18%,26.18%,100.00%,2,2023
U/DINAJPUR REGION,880.438,697.872,715.461,20.74%,20.74%,100.00%,2,2023
D/DINAJPUR REGION,516.825,364.606,379.178,29.45%,29.45%,100.00%,2,2023
MALDA REGION,1367.937,1001.389,993.589,27.37%,26.80%,99.22%,3,2023
U/DINAJPUR REGION,882.691,692.64,702.949,21.53%,21.53%,100.00%,3,2023
D/DINAJPUR REGION,526.689,369.665,369.642,29.82%,29.81%,99.99%,3,2023
MALDA REGION,1369.593,1006.438,990.012,27.71%,26.52%,98.37%,4,2023
U/DINAJPUR REGION,876.869,687.812,696.763,21.56%,21.56%,100.00%,4,2023
D/DINAJPUR REGION,531.455,373.696,371.397,30.12%,29.68%,99.38%,4,2023
MALDA REGION,1377.841,1010.612,994.707,27.81%,26.65%,98.43%,5,2023
U/DINAJPUR REGION,882.288,684.596,693.965,22.41%,22.41%,100.00%,5,2023
D/DINAJPUR REGION,543.937,379.633,376.15,30.85%,30.21%,99.08%,5,2023
MALDA REGION,1405.24,1014.677,994.839,29.21%,27.79%,98.04%,6,2023
U/DINAJPUR REGION,890.373,679.519,687.411,23.68%,23.68%,100.00%,6,2023
D/DINAJPUR REGION,558.292,383.344,381.564,31.66%,31.34%,99.54%,6,2023
MALDA REGION,1428.871,1021.13,992.588,30.53%,28.54%,97.20%,7,2023
U/DINAJPUR REGION,911.893,684.561,680.794,25.34%,24.93%,99.45%,7,2023
D/DINAJPUR REGION,571.259,387.952,381.943,33.14%,32.09%,98.45%,7,2023
MALDA REGION,1436.505,1028.746,994.678,30.76%,28.39%,96.69%,8,2023
U/DINAJPUR REGION,914.567,691.02,687.792,24.80%,24.44%,99.53%,8,2023
D/DINAJPUR REGION,572.936,393.372,385.071,32.79%,31.34%,97.89%,8,2023
MALDA REGION,1453.584,1037.901,987.109,32.09%,28.60%,95.11%,9,2023
U/DINAJPUR REGION,924.64,695.906,691.415,25.22%,24.74%,99.35%,9,2023
D/DINAJPUR REGION,579.576,397.787,387.354,33.17%,31.37%,97.38%,9,2023
MALDA REGION,1470.508,1048.191,1018.968,30.71%,28.72%,97.21%,10,2023
U/DINAJPUR REGION,937.408,702.349,711.533,25.08%,25.08%,100.00%,10,2023
D/DINAJPUR REGION,587.878,403.621,400.257,31.91%,31.34%,99.17%,10,2023
MALDA REGION,1471.732,1058.569,1024.144,30.41%,28.07%,96.75%,11,2023
U/DINAJPUR REGION,940.643,710.998,713.196,24.41%,24.41%,100.00%,11,2023
D/DINAJPUR REGION,585.535,408.004,400.582,31.59%,30.32%,98.18%,11,2023
MALDA REGION,1487.424,1066.728,1037.019,30.28%,28.28%,97.21%,12,2023
U/DINAJPUR REGION,947.071,717.45,708.823,25.16%,24.25%,98.80%,12,2023
D/DINAJPUR REGION,589.318,415.978,402.898,31.63%,29.41%,96.86%,12,2023
MALDA REGION,1495.904,1074.713,1047.908,29.95%,28.16%,97.51%,1,2024
U/DINAJPUR REGION,958.305,727.464,718.47,25.03%,24.09%,98.76%,1,2024
D/DINAJPUR REGION,593.989,421.313,409.441,31.07%,29.07%,97.18%,1,2024
MALDA REGION,1500.514,1088.095,1058.862,29.43%,27.49%,97.31%,2,2024
U/DINAJPUR REGION,962.571,730.964,736.252,24.06%,24.06%,100.00%,2,2024
D/DINAJPUR REGION,598.435,425.036,419.884,29.84%,28.98%,98.79%,2,2024
MALDA REGION,1557.426,1151.906,1119.202,28.14%,26.04%,97.16%,3,2024
U/DINAJPUR REGION,1079.317,849.628,853.598,21.28%,21.28%,100.00%,3,2024
D/DINAJPUR REGION,602.519,429.22,426.044,29.29%,28.76%,99.26%,3,2024
MALDA REGION,1569.536,1162.444,1127.531,28.16%,25.94%,97.00%,4,2024
U/DINAJPUR REGION,1088.265,855.843,850.863,21.81%,21.36%,99.42%,4,2024
D/DINAJPUR REGION,614.771,435.991,428.81,30.25%,29.08%,98.35%,4,2024
MALDA REGION,1601.046,1170.997,1134.78,29.12%,26.86%,96.91%,5,2024
U/DINAJPUR REGION,1106.85,860.165,854.864,22.77%,22.29%,99.38%,5,2024
D/DINAJPUR REGION,633.647,442.335,431.699,31.87%,30.19%,97.60%,5,2024
MALDA REGION,1629.407,1182.102,1149.22,29.47%,27.45%,97.22%,6,2024
U/DINAJPUR REGION,1120.673,868.926,862.638,23.03%,22.46%,99.28%,6,2024
D/DINAJPUR REGION,644.196,448.141,435.689,32.37%,30.43%,97.22%,6,2024
MALDA REGION,1676.424,1214.602,1206.618,28.02%,27.55%,99.34%,8,2024
U/DINAJPUR REGION,1130.841,880.316,877.759,22.38%,22.15%,99.71%,8,2024
D/DINAJPUR REGION,645.345,454.941,455.834,29.50%,29.50%,100.00%,8,2024
MALDA REGION,1705.157,1245.858,1251.707,26.94%,26.94%,100.00%,9,2024
U/DINAJPUR REGION,1138.853,886.421,885.771,22.22%,22.17%,99.93%,9,2024
D/DINAJPUR REGION,647.968,460.286,462.695,28.96%,28.96%,100.00%,9,2024
MALDA REGION,1728.297,1264.417,1240.845,28.20%,26.84%,98.14%,10,2024
U/DINAJPUR REGION,1145.51,891.241,878.466,23.31%,22.20%,98.57%,10,2024
D/DINAJPUR REGION,654.14,464.43,457.585,30.05%,29.00%,98.53%,10,2024
MALDA REGION,1757.85,1282.914,1263.092,28.15%,27.02%,98.45%,11,2024
U/DINAJPUR REGION,1159.714,898.77,883.562,23.81%,22.50%,98.31%,11,2024
D/DINAJPUR REGION,660.835,468.441,461.413,30.18%,29.11%,98.50%,11,2024
MALDA REGION,1775.03,1302.393,1280.884,27.84%,26.63%,98.35%,12,2024
U/DINAJPUR REGION,1172.724,912.318,896.574,23.55%,22.21%,98.27%,12,2024
D/DINAJPUR REGION,664.244,471.31,465.674,29.89%,29.05%,98.80%,12,2024
MALDA REGION,1780.243,1318.378,1293.723,27.33%,25.94%,98.13%,1,2025
U/DINAJPUR REGION,1165.37,910.531,889.621,23.66%,21.87%,97.70%,1,2025
D/DINAJPUR REGION,665.658,472.901,466.968,29.85%,28.96%,98.75%,1,2025
MALDA REGION,1790.877,1323.717,1302.309,27.28%,26.09%,98.38%,2,2025
U/DINAJPUR REGION,1172.938,915.102,877.838,25.16%,21.98%,95.93%,2,2025
D/DINAJPUR REGION,669.908,475.706,474.204,29.21%,28.99%,99.68%,2,2025
RATHBARI,114.59,86.14,83.94,26.75%,24.83%,97.45%,3,2025
FULBARI,71.43,65.74,65.82,7.97%,7.97%,100.00%,3,2025
MOKDAMPUR,77.03,63.43,63.14,18.03%,17.66%,99.54%,3,2025
KALIACHAK,81.98,54.62,52.94,35.42%,33.37%,96.92%,3,2025
SUJAPUR,88.8,53.55,53.14,40.16%,39.70%,99.23%,3,2025
MOTHABARI,63.66,46.2,45.8,28.06%,27.43%,99.13%,3,2025
MATHURAPUR,62.76,47.84,49.22,23.77%,23.77%,100.00%,3,2025
BAISNABNAGAR,45.48,35.74,37.26,21.42%,21.42%,100.00%,3,2025
GOLAPGANJ,47.48,38.6,37.12,21.82%,18.70%,96.17%,3,2025
Malda Div Total,653.21,491.86,488.38,25.23%,24.70%,99.29%,3,2025
SAMSI,95.13,57.94,59.72,39.09%,39.09%,100.00%,3,2025
PARANPUR,65.93,37.76,35.58,46.03%,42.73%,94.23%,3,2025
CHANCHAL,66.63,49.08,50.83,26.34%,26.34%,100.00%,3,2025
H.C. PUR,55.77,42.78,42.92,23.29%,23.29%,100.00%,3,2025
BHALUKA,63.68,35.43,35.49,44.36%,44.36%,100.00%,3,2025
MALATIPUR,72.15,41.94,44.04,41.87%,41.87%,100.00%,3,2025
KUSHIDA,44.46,30.9,31.03,30.50%,30.50%,100.00%,3,2025
Chanchal Div Total,463.75,295.83,299.61,36.21%,36.21%,100.00%,3,2025
OLD MALDA,112.18,85.12,82.52,26.44%,24.12%,96.95%,3,2025
AIHO,73.66,51.45,49.45,32.87%,30.15%,96.11%,3,2025
GAZOLE,107.19,63.94,65.62,40.35%,40.35%,100.00%,3,2025
BAMANGOLA,39.39,32.96,33.61,16.32%,16.32%,100.00%,3,2025
PANDUA,42.16,26.59,25.87,38.64%,36.93%,97.29%,3,2025
Gazole Div Total,374.58,260.06,257.07,31.37%,30.57%,98.85%,3,2025
RAIGANJ,115.53,84.83,81.36,29.57%,26.57%,95.91%,3,2025
KALIAGANJ,90.52,74.9,71.66,20.84%,17.25%,95.67%,3,2025
HEMTABAD,37.4,32.24,30.34,18.89%,13.82%,94.11%,3,2025
BIRNAGAR,88.45,76.45,72.31,18.24%,13.56%,94.59%,3,2025
ITAHAR,99.55,61.86,59.25,40.49%,37.86%,95.77%,3,2025
KARANDEGHI,82.91,57.02,55.33,33.27%,31.22%,97.02%,3,2025
Raiganj Div Total,514.35,387.31,370.24,28.02%,24.70%,95.59%,3,2025
DALKHOLA,42.03,29.24,29.13,30.70%,30.44%,99.63%,3,2025
KANKI,63.63,40.91,37.45,41.15%,35.72%,91.55%,3,2025
GOALPOKHAR,68.07,45.39,41.33,39.29%,33.31%,91.04%,3,2025
ISLAMPUR,100.23,72.6,67.78,32.37%,27.57%,93.37%,3,2025
CHOPRA,78.99,48.01,45.12,42.87%,39.21%,93.98%,3,2025
Islampur Div Total,352.96,236.15,220.81,37.44%,33.09%,93.50%,3,2025
BALURGHAT,95.58,88.41,89.55,7.50%,7.50%,100.00%,3,2025
HILI,24.05,21.35,20.93,12.96%,11.21%,98.03%,3,2025
KUMARGUNJ,47.11,38.27,37.62,20.14%,18.76%,98.30%,3,2025
TAPAN,109.11,46.37,49.24,57.50%,57.50%,100.00%,3,2025
PATIRAM,38.05,28.63,28.39,25.37%,24.76%,99.18%,3,2025
Balurghat Div Total,313.89,223.03,225.74,28.95%,28.95%,100.00%,3,2025
BUNIADPUR,56.21,43.39,44.44,22.81%,22.81%,100.00%,3,2025
HARIRAMPUR,48.46,31.6,31.43,35.14%,34.79%,99.46%,3,2025
GANGARAMPUR,129.82,76.84,78.28,40.81%,40.81%,100.00%,3,2025
KUSHMUNDI,51.48,38.61,38.78,25.00%,25.00%,100.00%,3,2025
Buniadpur Div Total,285.97,190.44,192.93,33.41%,33.41%,100.00%,3,2025
MALDA REGION,1798.046,1332.751,1319.537,26.61%,25.88%,99.01%,3,2025
U/DINAJPUR REGION,1122.052,864.782,828.192,26.19%,22.93%,95.77%,3,2025
D/DINAJPUR REGION,673.822,479.369,484.179,28.86%,28.86%,100.00%,3,2025
BALURGHAT,97.32,89.22,89.96,8.33,8.33,100,4,2025
TAPAN,113.26,47.52,49.94,58.04,58.04,100,4,2025
KUMARGUNJ,48.81,38.86,37.82,22.52,20.37,97.31,4,2025
HILI,24.49,21.46,21.24,13.26,12.38,98.99,4,2025
PATIRAM,39.18,28.91,28.6,26.99,26.2,98.93,4,2025
Balurghat Div Total,323.05,225.97,227.55,30.05,30.05,100,4,2025
BUNIADPUR,56.85,44.1,45.17,22.42,22.42,100,4,2025
KUSHMUNDI,52.94,39.34,39.38,25.69,25.69,100,4,2025
HARIRAMPUR,49.39,31.95,31.67,35.87,35.3,99.12,4,2025
GANGARAMPUR,132.72,77.35,78.94,41.72,41.72,100,4,2025
Buniadpur Div Total,291.9,192.75,195.16,33.97,33.97,100,4,2025
BHALUKA,72.35,35.65,36.08,50.73,50.73,100,4,2025
SAMSI,96.7,58.77,61.11,39.22,39.22,100,4,2025
PARANPUR,67.16,38.88,36.2,46.11,42.12,93.1,4,2025
CHANCHAL,67.86,49.27,51.57,27.39,27.39,100,4,2025
MALATIPUR,73.94,42.37,44.71,42.71,42.71,100,4,2025
H.C. PUR,56.95,42.95,43.24,24.57,24.57,100,4,2025
KUSHIDA,45.36,30.97,31.31,31.72,31.72,100,4,2025
Chanchal Div Total,480.32,298.86,304.2,37.78,37.78,100,4,2025
GAZOLE,108.83,64.52,65.77,40.72,40.72,100,4,2025
AIHO,76.94,52.26,49.8,35.27,32.08,95.3,4,2025
PANDUA,42.74,26.74,25.99,39.18,37.43,97.2,4,2025
BAMANGOLA,40.27,33.68,33.78,16.37,16.37,100,4,2025
OLD MALDA,114.68,85.64,83.23,27.43,25.33,97.18,4,2025
Gazole Div Total,383.46,262.84,258.57,32.57,31.46,98.37,4,2025
MATHURAPUR,63.61,48.06,49.86,24.44,24.44,100,4,2025
GOLAPGANJ,48.14,39.08,37.49,22.13,18.81,95.91,4,2025
BAISNABNAGAR,45.79,36.05,37.46,21.29,21.29,100,4,2025
KALIACHAK,83.14,54.91,53.51,35.64,33.95,97.44,4,2025
MOTHABARI,64.38,46.55,46.27,28.13,27.7,99.4,4,2025
SUJAPUR,90.18,54.03,53.75,40.39,40.09,99.49,4,2025
RATHBARI,115.62,86.19,84.38,27.02,25.45,97.89,4,2025
FULBARI,72.07,65.91,65.92,8.55,8.55,100,4,2025
MOKDAMPUR,77.44,63.67,63.4,18.13,17.78,99.57,4,2025
Malda Div Total,660.37,494.46,492.03,25.49,25.12,99.51,4,2025
ISLAMPUR,101.46,72.81,68.41,32.58,28.24,93.95,4,2025
CHOPRA,80.1,48.57,45.59,43.09,39.36,93.86,4,2025
DALKHOLA,42.51,29.41,29.31,31.05,30.81,99.66,4,2025
GOALPOKHAR,68.96,45.76,41.72,39.51,33.65,91.18,4,2025
KANKI,64.42,40.91,38.02,40.98,36.49,92.93,4,2025
Islampur Div Total,357.46,237.46,223.05,37.6,33.57,93.93,4,2025
ITAHAR,103.03,62.35,59.32,42.42,39.48,95.14,4,2025
HEMTABAD,37.86,32.55,30.85,18.52,14.04,94.78,4,2025
KALIAGANJ,91.41,74.88,71.85,21.4,18.09,95.95,4,2025
RAIGANJ,116.82,85.54,81.72,30.05,26.78,95.54,4,2025
BIRNAGAR,89.27,76.89,72.58,18.7,13.87,94.4,4,2025
KARANDEGHI,83.78,57.25,55.61,33.63,31.67,97.13,4,2025
Raiganj Div Total,522.18,389.45,371.92,28.78,25.42,95.5,4,2025
MALDA REGION,1830.27,1344.78,1336.18,27,26.53,99.36,4,2025
U/DINAJPUR REGION,1186.42,922.35,889.81,25,22.26,96.47,4,2025
D/DINAJPUR REGION,689.45,486.63,490.07,29.42,29.42,100,4,2025
BALURGHAT,95.92,89,89.88,7.22%,7.22%,100.00%,5,2025
TAPAN,113.45,48.54,50.34,57.21%,57.21%,100.00%,5,2025
KUMARGUNJ,47.87,38.71,38.12,20.35%,19.13%,98.49%,5,2025
HILI,23.42,21.86,21.52,8.11%,6.64%,98.43%,5,2025
PATIRAM,38.74,29.15,28.73,25.84%,24.74%,98.54%,5,2025
Balurghat Div Total,319.39,227.26,228.59,28.84%,28.84%,100.00%,5,2025
BUNIADPUR,56.26,44.28,45.9,21.30%,21.30%,100.00%,5,2025
KUSHMUNDI,52.3,39.86,40,23.79%,23.79%,100.00%,5,2025
HARIRAMPUR,48.84,31.7,31.59,35.31%,35.09%,99.66%,5,2025
GANGARAMPUR,131.34,77.25,79.68,41.18%,41.18%,100.00%,5,2025
Buniadpur Div Total,288.74,193.09,197.17,33.13%,33.13%,100.00%,5,2025
BHALUKA,69.75,35.61,36.48,48.95%,48.95%,100.00%,5,2025
SAMSI,96.06,59.37,62.14,38.19%,38.19%,100.00%,5,2025
PARANPUR,67.4,39.6,36.94,45.19%,41.25%,93.29%,5,2025
CHANCHAL,66.91,49.75,51.96,25.64%,25.64%,100.00%,5,2025
MALATIPUR,73.03,42.52,45.17,41.78%,41.78%,100.00%,5,2025
H.C. PUR,56.63,43.7,43.79,22.84%,22.84%,100.00%,5,2025
KUSHIDA,45.53,30.98,31.65,31.95%,31.95%,100.00%,5,2025
Chanchal Div Total,475.32,301.53,308.14,36.56%,36.56%,100.00%,5,2025
GAZOLE,107.78,64.75,65.8,39.93%,39.93%,100.00%,5,2025
AIHO,78.74,53.77,50.28,36.14%,31.72%,93.52%,5,2025
PANDUA,42.13,27.42,26.39,37.36%,34.91%,96.24%,5,2025
BAMANGOLA,40.02,34.03,34,15.05%,14.95%,99.89%,5,2025
OLD MALDA,113.78,87.12,83.57,26.54%,23.43%,95.93%,5,2025
Gazole Div Total,382.44,267.08,260.04,32.01%,30.16%,97.36%,5,2025
MATHURAPUR,64,49.36,50.27,22.87%,22.87%,100.00%,5,2025
GOLAPGANJ,47.5,39.82,37.7,20.63%,16.18%,94.68%,5,2025
BAISNABNAGAR,45.19,36.36,37.74,19.53%,19.53%,100.00%,5,2025
KALIACHAK,83.71,55.38,54.13,35.33%,33.84%,97.75%,5,2025
MOTHABARI,63.87,46.87,46.72,26.85%,26.62%,99.69%,5,2025
SUJAPUR,90.32,54.2,53.83,40.40%,40.00%,99.33%,5,2025
RATHBARI,114.28,85.49,83.72,26.74%,25.19%,97.92%,5,2025
FULBARI,71.22,66.08,65.88,7.49%,7.21%,99.70%,5,2025
MOKDAMPUR,76.5,63.71,63.63,16.82%,16.72%,99.88%,5,2025
Malda Div Total,656.58,497.26,493.63,24.82%,24.27%,99.27%,5,2025
ISLAMPUR,100.45,72.81,68.64,31.67%,27.51%,94.27%,5,2025
CHOPRA,78,48.66,45.64,41.48%,37.61%,93.80%,5,2025
DALKHOLA,41.97,29.33,29.59,30.13%,30.13%,100.00%,5,2025
GOALPOKHAR,68.74,45.89,42.01,38.89%,33.23%,91.53%,5,2025
KANKI,63.65,41.12,38.44,39.61%,35.39%,93.47%,5,2025
Islampur Div Total,352.8,237.81,224.32,36.42%,32.59%,94.32%,5,2025
ITAHAR,102.55,62.69,59.63,41.85%,38.87%,95.11%,5,2025
HEMTABAD,37.2,32.41,30.52,17.96%,12.88%,94.17%,5,2025
KALIAGANJ,89.36,74.88,72.01,19.42%,16.20%,96.16%,5,2025
RAIGANJ,115.46,85.7,81.34,29.55%,25.78%,94.92%,5,2025
BIRNAGAR,88.54,76.79,72.39,18.25%,13.27%,94.26%,5,2025
KARANDEGHI,82.26,57.14,55.76,32.22%,30.54%,97.58%,5,2025
Raiganj Div Total,515.36,389.61,371.64,27.89%,24.40%,95.39%,5,2025
MALDA REGION,1821.21,1358.331,1347.842,25.99%,25.42%,99.23%,5,2025
U/DINAJPUR REGION,1177.726,927.222,895.913,23.93%,21.27%,96.62%,5,2025
D/DINAJPUR REGION,683.027,489.583,494.338,28.32%,28.32%,100.00%,5,2025
BALURGHAT,95.12,88.92,90.09,6.52%,6.52%,100.00%,6,2025
TAPAN,110.57,48.65,50.71,56.00%,56.00%,100.00%,6,2025
KUMARGUNJ,47.32,38.79,38.72,18.18%,18.02%,99.80%,6,2025
HILI,23.22,22.05,21.87,5.82%,5.07%,99.21%,6,2025
PATIRAM,38.65,29.42,29.08,24.76%,23.88%,98.85%,6,2025
Balurghat Div Total,314.89,227.83,230.46,27.65%,27.65%,100.00%,6,2025
BUNIADPUR,54.97,44.08,46.21,19.82%,19.82%,100.00%,6,2025
KUSHMUNDI,52.09,39.91,40.33,23.40%,23.40%,100.00%,6,2025
HARIRAMPUR,47.88,31.81,32.09,33.57%,33.57%,100.00%,6,2025
GANGARAMPUR,129.44,77.37,81.14,40.23%,40.23%,100.00%,6,2025
Buniadpur Div Total,284.39,193.16,199.76,32.08%,32.08%,100.00%,6,2025
BHALUKA,70.18,35.84,36.97,48.93%,48.93%,100.00%,6,2025
SAMSI,96.62,60.01,63.37,37.89%,37.89%,100.00%,6,2025
PARANPUR,68.27,40.24,37.77,44.67%,41.06%,93.88%,6,2025
CHANCHAL,66.15,50.09,52.12,24.28%,24.28%,100.00%,6,2025
MALATIPUR,72.54,43.27,45.66,40.36%,40.36%,100.00%,6,2025
H.C. PUR,56.98,44.13,44.44,22.55%,22.55%,100.00%,6,2025
KUSHIDA,46.11,31.14,31.92,32.46%,32.46%,100.00%,6,2025
Chanchal Div Total,476.85,304.72,312.25,36.10%,36.10%,100.00%,6,2025
GAZOLE,104.45,64.72,65.9,38.03%,38.03%,100.00%,6,2025
AIHO,78.56,53.12,50.57,35.62%,32.38%,95.20%,6,2025
PANDUA,41.52,27.6,26.43,36.34%,33.53%,95.78%,6,2025
BAMANGOLA,39.21,33.75,33.91,13.94%,13.94%,100.00%,6,2025
OLD MALDA,113.54,87.41,84.7,25.40%,23.01%,96.90%,6,2025
Gazole Div Total,377.28,266.6,261.52,30.68%,29.34%,98.09%,6,2025
MATHURAPUR,65.24,48.94,51.32,24.98%,24.98%,100.00%,6,2025
GOLAPGANJ,47.85,40.46,38.16,20.26%,15.44%,94.31%,6,2025
BAISNABNAGAR,45.01,36.87,38.27,18.08%,18.08%,100.00%,6,2025
KALIACHAK,84.43,55.9,54.67,35.25%,33.80%,97.81%,6,2025
MOTHABARI,64.11,47.46,47.23,26.33%,25.97%,99.50%,6,2025
SUJAPUR,90.61,54.73,54.56,39.79%,39.60%,99.68%,6,2025
RATHBARI,113.45,85.94,84.4,25.60%,24.25%,98.21%,6,2025
FULBARI,70.61,66.33,65.99,6.54%,6.06%,99.48%,6,2025
MOKDAMPUR,75.76,64.1,64.02,15.50%,15.39%,99.87%,6,2025
Malda Div Total,657.06,500.73,498.62,24.11%,23.79%,99.58%,6,2025
ISLAMPUR,101.39,73.62,70.01,30.96%,27.39%,95.09%,6,2025
CHOPRA,77.04,48.13,46.49,39.66%,37.52%,96.58%,6,2025
DALKHOLA,41.78,29.29,29.62,29.90%,29.90%,100.00%,6,2025
GOALPOKHAR,69.03,46.29,42.19,38.88%,32.95%,91.16%,6,2025
KANKI,63.59,41.12,38.7,39.14%,35.33%,94.11%,6,2025
Islampur Div Total,352.83,238.45,227,35.66%,32.42%,95.20%,6,2025
ITAHAR,101.75,63.25,60.81,40.24%,37.84%,96.14%,6,2025
HEMTABAD,36.83,32.52,31.37,14.81%,11.70%,96.47%,6,2025
KALIAGANJ,87.63,74.36,72.81,16.92%,15.14%,97.91%,6,2025
RAIGANJ,114.42,86.14,81.47,28.80%,24.71%,94.58%,6,2025
BIRNAGAR,87.21,77.2,72.49,16.88%,11.48%,93.89%,6,2025
KARANDEGHI,81.78,57.15,56.47,30.95%,30.12%,98.81%,6,2025
